STUSAB;SUMLEV;COUNTY;COUSUB;PLACE;GEOID2;CHGOCA;TRACT;NAME;NHW;NHB;NHAM;NHAS;NHOTHER;HISP;MULTI;TOTAL;P003001;P003002;P003003;P003004;P003005;P003006;P003007;P003008;P005001;P005002;P005003;P005004;P005005;P005006;P005007;P005008;P005009;P005010;P005011;P005012;P005013;P005014;P005015;P005016;P005017;P006001;P006002;P006003;P006004;P006005;P006006;P006007;PCT05001;PCT05002;PCT05003;PCT05004;PCT05005;PCT05006;PCT05007;PCT05008;PCT05009;PCT05010;PCT05011;PCT05012;PCT05013;PCT05014;PCT05015;PCT05016;PCT05017;PCT05018;PCT05019;PCT05020;PCT05021;PCT05022;PCT11003;PCT11004;PCT11005;PCT11006;PCT11007;PCT11008;PCT11009;PCT11010;PCT11011;PCT11012;PCT11013;PCT11014;PCT11015;PCT11016;PCT11017;PCT11018;PCT11019;PCT11020;PCT11021;PCT11022;PCT11023;PCT11024;PCT11025;PCT11026;PCT11027;PCT11028;PCT11029;PCT11030;PCT11031;
;;;;;;;;;White alone, not Hispanic or Latino;Black or African American alone, not Hispanic or Latino;American Indian and Alaska Native alone, not Hispanic or Latino;Asian alone, not Hispanic or Latino;Other single race alone, not Hispanic or Latino;Hispanic or Latino;Two or more races, not Hispanic or Latino;Total;Total;White alone;Black or African American alone;American Indian and Alaska Native alone;Asian alone;Native Hawaiian and other Pacific Islander alone;Some other race alone;Two or more races;Total;Not Hispanic or Latino [subtotal];White alone, not Hispanic or Latino;Black or African American alone, not Hispanic or Latino;American Indian and Alaska Native alone, not Hispanic or Latino;Asian alone, not Hispanic or Latino;Native Hawaiian and other Pacific Islander alone, not Hispanic or Latino;Some other race alone, not Hispanic or Latino;Two or more races, not Hispanic or Latino;Hispanic or Latino [subtotal];White alone, Hispanic or Latino;Black or African American alone, Hispanic or Latino;American Indian and Alaska Native alone, Hispanic or Latino;Asian alone, Hispanic or Latino;Native Hawaiian and other Pacific Islander alone, Hispanic or Latino;Some other race alone, Hispanic or Latino;Two or more races, Hispanic or Latino;Total races tallied;White alone or in combination with one or more other races;Black or African American alone or in combination with one or more other races;American Indian and Alaska Native alone or in combination with one or more other races;Asian alone or in combination with one or more other races;Native Hawaiian and other Pacific Islander alone or in combination with one or more other races;Some other race alone or in combination with one or more other races;Asian alone with one Asian category;Asian Indian;Bangladeshi;Bhutanese;Burmese;Cambodian;Chinese (except Taiwanese);Filipino;Hmong;Indonesian;Japanese;Korean;Laotian;Malaysian;Nepalese;Pakistani;Sri Lankan;Taiwanese;Thai;Vietnamese;Other Asian, specified;Other Asian, not specified;Hispanic or Latino by specific origin;Mexican;Puerto Rican Cuban;Cuban;Dominican;Central American (excluding Mexican) [subtotal];Costa Rican;Guatemalan;Honduran;Nicaraguan;Panamanian;Salvadoran;Other Central American;South American [subtotal];Argentinean;Bolivian;Chilean;Colombian;Ecuadorian;Paraguayan;Peruvian;Uruguayan;Venezuelan;Other South American;Other Hispanic or Latino [subtotal];Spaniard;Spanish;Spanish American;All other Hispanic or Latino;
IL;080;031;14000;14000;14140400;14;140400;CA 14 Tract 140400;2875;97;14;1346;44;2216;213;6805;6805;4017;119;24;1372;0;913;360;6805;4589;2875;97;14;1346;0;44;213;2216;1142;22;10;26;0;869;147;7177;4304;155;81;1562;8;1067;1355;247;1;0;0;70;58;435;0;0;21;109;46;0;1;33;0;0;19;286;0;29;2216;1303;272;61;2;236;1;193;11;2;2;27;0;253;2;1;4;62;116;0;58;0;5;5;89;6;4;0;79;
IL;080;031;14000;14000;14140500;14;140500;CA 14 Tract 140500;1219;87;10;377;5;1879;102;3679;3679;2220;103;30;384;0;738;204;3679;1800;1219;87;10;377;0;5;102;1879;1001;16;20;7;0;733;102;3908;2392;162;63;450;3;838;374;52;0;0;0;12;5;190;0;0;6;30;2;1;0;5;0;0;8;63;0;0;1879;1171;141;24;2;223;0;171;18;5;0;27;2;220;0;0;0;50;137;0;31;0;2;0;98;1;0;0;97;
IL;080;031;14000;14000;14140601;14;140601;CA 14 Tract 140601;520;51;1;439;36;1686;53;2786;2786;1353;65;14;440;10;812;92;2786;1100;520;51;1;439;10;26;53;1686;833;14;13;1;0;786;39;2882;1406;78;31;485;19;863;437;79;0;0;0;13;12;168;0;0;1;75;1;0;0;18;0;0;2;65;2;1;1686;1149;138;13;1;194;0;157;10;3;0;24;0;151;0;0;2;21;106;0;13;0;7;2;40;1;0;0;39;
IL;080;031;14000;14000;14140602;14;140602;CA 14 Tract 140602;1005;377;10;543;12;3332;118;5397;5397;2405;434;43;555;2;1657;301;5397;2065;1005;377;10;543;0;12;118;3332;1400;57;33;12;2;1645;183;5706;2650;520;65;630;5;1836;540;94;0;0;8;51;10;266;1;0;6;29;0;0;0;20;0;0;6;48;0;1;3332;2113;322;35;13;293;0;242;21;2;2;23;3;401;2;4;2;26;341;1;21;0;4;0;155;19;10;0;126;
IL;080;031;14000;14000;14140701;14;140701;CA 14 Tract 140701;683;114;11;395;11;1658;61;2933;2933;1421;137;63;410;0;739;163;2933;1275;683;114;11;395;0;11;61;1658;738;23;52;15;0;728;102;3099;1562;161;80;456;2;838;399;44;0;0;45;23;7;197;0;0;1;20;2;0;0;1;0;0;14;41;1;3;1658;979;123;14;7;214;1;159;46;0;1;7;0;271;1;0;0;25;233;0;12;0;0;0;50;4;5;0;41;
IL;080;031;14000;14000;14140702;14;140702;CA 14 Tract 140702;1209;225;15;477;23;4153;85;6187;6187;2872;264;54;488;6;2216;287;6187;2034;1209;225;15;477;2;21;85;4153;1663;39;39;11;4;2195;202;6488;3119;318;97;543;8;2403;476;59;0;0;1;6;30;249;0;0;6;18;3;0;0;18;0;0;13;66;2;5;4153;2612;368;24;16;382;3;248;61;1;5;61;3;599;4;2;0;53;463;0;68;0;2;7;152;20;10;0;122;
IL;080;031;14000;14000;14140800;14;140800;CA 14 Tract 140800;3112;201;21;589;11;2780;111;6825;6825;4377;229;47;590;7;1298;277;6825;4045;3112;201;21;589;6;5;111;2780;1265;28;26;1;1;1293;166;7114;4615;286;73;687;12;1441;578;45;0;0;0;11;60;278;0;2;26;44;0;0;0;30;0;0;19;50;9;4;2780;1728;184;37;11;294;0;176;54;4;13;46;1;428;5;0;0;57;318;0;38;0;10;0;98;6;6;1;85;
IL;070;;14000;14000;15;15;;CA 15;34329;856;107;2972;136;24861;863;64124;64124;46708;1092;446;3073;39;10437;2329;64124;39263;34329;856;107;2972;21;115;863;24861;12379;236;339;101;18;10322;1466;66576;48722;1586;760;3687;123;11698;3014;250;0;0;2;19;154;2014;5;4;86;146;19;2;0;29;0;3;48;162;43;28;24861;13673;5774;403;131;1933;54;1231;212;89;21;323;3;2273;45;26;32;625;1166;7;307;7;45;13;674;99;62;2;511;
IL;080;031;14000;14000;15150200;15;150200;CA 15 Tract 150200;4365;141;24;477;26;2346;161;7540;7540;5561;177;43;497;5;931;326;7540;5194;4365;141;24;477;4;22;161;2346;1196;36;19;20;1;909;165;7887;5848;268;91;593;26;1061;485;52;0;0;0;5;28;261;0;1;17;43;7;0;0;2;0;0;9;42;16;2;2346;1201;634;35;8;189;8;128;20;10;4;19;0;198;6;0;8;73;54;0;46;0;11;0;81;24;11;0;46;
IL;080;031;14000;14000;15150300;15;150300;CA 15 Tract 150300;4802;68;14;308;10;1878;118;7198;7198;5830;90;33;328;0;666;251;7198;5320;4802;68;14;308;0;10;118;1878;1028;22;19;20;0;656;133;7465;6046;149;72;409;6;783;319;38;0;0;0;2;12;203;0;0;23;19;0;0;0;0;0;0;3;12;2;5;1878;817;566;39;9;182;11;90;23;1;0;56;1;206;3;6;2;59;92;2;33;1;7;1;59;10;2;0;47;
IL;080;031;14000;14000;15150401;15;150401;CA 15 Tract 150401;3257;21;3;239;4;1199;70;4793;4793;3818;31;15;247;3;526;153;4793;3594;3257;21;3;239;3;1;70;1199;561;10;12;8;0;525;83;4955;3951;59;39;305;4;597;237;8;0;0;1;9;21;115;0;1;5;9;12;1;0;12;0;1;0;31;7;4;1199;622;286;31;6;104;5;84;5;0;4;6;0;109;0;0;1;42;48;2;14;0;0;2;41;6;7;0;28;
IL;080;031;14000;14000;15150402;15;150402;CA 15 Tract 150402;2370;29;1;198;3;1224;61;3886;3886;2988;40;6;202;5;490;155;3886;2662;2370;29;1;198;1;2;61;1224;618;11;5;4;4;488;94;4049;3133;59;21;250;8;578;202;11;0;0;0;0;14;139;0;0;7;5;0;0;0;1;0;0;7;15;3;0;1224;683;253;27;1;81;1;60;10;4;2;3;1;130;1;3;0;41;51;0;31;0;1;2;49;4;6;0;39;
IL;080;031;14000;14000;15150501;15;150501;CA 15 Tract 150501;2577;17;2;212;1;786;53;3648;3648;2973;20;7;216;1;320;111;3648;2862;2577;17;2;212;0;1;53;786;396;3;5;4;1;319;58;3764;3070;42;26;255;7;364;209;32;0;0;0;1;10;138;0;0;1;8;0;0;0;4;0;0;3;12;0;0;786;452;162;19;2;53;0;30;3;1;0;19;0;82;0;0;0;14;62;0;5;0;1;0;16;6;0;0;10;
IL;080;031;14000;14000;15150502;15;150502;CA 15 Tract 150502;2528;82;8;270;11;1262;44;4205;4205;3237;100;10;273;1;456;128;4205;2943;2528;82;8;270;1;10;44;1262;709;18;2;3;0;446;84;4339;3349;124;26;305;8;527;268;17;0;0;0;0;12;201;0;0;5;15;0;0;0;1;0;0;7;8;0;2;1262;651;312;44;8;85;1;52;13;1;0;18;0;116;12;0;1;50;39;0;11;0;3;0;46;9;10;0;27;
IL;080;031;14000;14000;15150600;15;150600;CA 15 Tract 150600;2346;42;12;155;9;1546;53;4163;4163;3155;50;34;163;4;612;145;4163;2617;2346;42;12;155;3;6;53;1546;809;8;22;8;1;606;92;4321;3269;86;60;194;17;695;162;14;0;0;1;0;3;118;0;0;4;3;0;0;0;0;0;0;3;8;3;5;1546;904;373;30;2;80;7;34;5;12;1;21;0;134;1;6;2;49;57;3;16;0;0;0;23;2;0;2;19;
IL;080;031;14000;14000;15150700;15;150700;CA 15 Tract 150700;2329;62;8;169;9;1970;61;4608;4608;3226;88;36;173;2;913;170;4608;2638;2329;62;8;169;0;9;61;1970;897;26;28;4;2;904;109;4780;3366;130;52;221;4;1007;171;6;0;0;0;0;5;140;0;0;8;1;0;1;0;2;0;0;5;1;0;2;1970;1137;426;32;50;90;7;55;11;0;0;17;0;183;1;3;5;54;94;0;23;0;0;3;52;2;9;0;41;
IL;080;031;14000;14000;15150800;15;150800;CA 15 Tract 150800;2018;109;8;216;14;2842;73;5280;5280;3622;153;50;219;8;1016;212;5280;2438;2018;109;8;216;2;12;73;2842;1604;44;42;3;6;1004;139;5508;3808;208;88;268;10;1126;214;28;0;0;0;1;12;142;0;1;8;12;0;0;0;2;0;2;2;3;0;1;2842;1603;649;33;7;263;2;197;25;10;1;28;0;215;3;0;3;49;120;0;34;4;1;1;72;6;0;0;66;
IL;080;031;14000;14000;15151001;15;151001;CA 15 Tract 151001;896;68;2;69;19;1737;28;2819;2819;1616;76;22;71;0;932;102;2819;1082;896;68;2;69;0;19;28;1737;720;8;20;2;0;913;74;2921;1706;94;32;101;3;985;66;1;0;0;0;1;14;35;0;0;1;4;0;0;0;0;0;0;4;6;0;0;1737;982;353;11;11;174;2;104;32;13;2;21;0;175;2;0;1;30;118;0;23;1;0;0;31;3;0;0;28;
IL;080;031;14000;14000;15151002;15;151002;CA 15 Tract 151002;1421;92;8;156;12;2857;21;4567;4567;2718;106;75;169;7;1352;140;4567;1710;1421;92;8;156;7;5;21;2857;1297;14;67;13;0;1347;119;4712;2845;124;81;191;11;1460;168;4;0;0;0;0;5;133;5;0;0;9;0;0;0;2;0;0;0;6;2;2;2857;1684;569;34;5;255;3;153;14;13;0;71;1;253;9;3;7;31;159;0;28;0;12;4;57;6;0;0;51;
IL;080;031;14000;14000;15151100;15;151100;CA 15 Tract 151100;2558;55;11;215;11;2566;42;5458;5458;3752;79;57;220;3;1149;198;5458;2892;2558;55;11;215;0;11;42;2566;1194;24;46;5;3;1138;156;5669;3911;107;89;258;12;1292;218;11;0;0;0;0;3;168;0;0;3;4;0;0;0;2;0;0;1;14;10;2;2566;1485;596;29;10;159;3;94;23;6;1;32;0;231;6;0;0;85;112;0;26;1;1;0;56;8;3;0;45;
IL;080;031;14000;14000;15151200;15;151200;CA 15 Tract 151200;2088;36;2;198;3;1519;38;3884;3884;2910;40;38;202;0;575;119;3884;2365;2088;36;2;198;0;3;38;1519;822;4;36;4;0;572;81;4009;3014;67;46;225;7;650;202;19;0;0;0;0;3;160;0;1;3;9;0;0;0;1;0;0;0;3;0;3;1519;830;353;17;12;100;1;62;14;16;2;5;0;140;1;5;0;29;91;0;11;0;3;0;67;11;4;0;52;
IL;080;031;14000;14000;15831700;15;831700;CA 15 Tract 831700;774;34;4;90;4;1129;40;2075;2075;1302;42;20;93;0;499;119;2075;946;774;34;4;90;0;4;40;1129;528;8;16;3;0;495;79;2197;1406;69;37;112;0;573;93;9;0;0;0;0;12;61;0;0;1;5;0;0;0;0;0;0;4;1;0;0;1129;622;242;22;0;118;3;88;14;2;4;7;0;101;0;0;2;19;69;0;6;0;5;0;24;2;10;0;12;
IL;070;;14000;14000;16;16;;CA 16;22234;1736;124;3736;137;24332;1060;53359;53359;33752;2165;414;3858;30;10413;2727;53359;29027;22234;1736;124;3736;6;131;1060;24332;11518;429;290;122;24;10282;1667;56254;36025;2874;923;4530;104;11798;3794;408;11;0;5;35;192;2213;1;5;112;218;13;0;1;110;2;10;191;174;44;49;24332;14093;4462;441;92;2102;36;1433;288;38;23;280;4;2328;72;78;47;457;1364;5;232;21;45;7;814;102;32;4;676;
IL;080;031;14000;14000;16160100;16;160100;CA 16 Tract 160100;1375;41;10;253;5;716;85;2485;2485;1761;62;14;256;0;273;119;2485;1769;1375;41;10;253;0;5;85;716;386;21;4;3;0;268;34;2618;1866;110;27;309;5;301;253;24;0;0;0;1;12;120;0;0;3;31;6;0;0;16;0;0;4;30;5;1;716;391;167;30;4;83;0;48;15;3;0;17;0;30;1;3;1;11;7;2;5;0;0;0;11;0;2;0;9;
IL;080;031;14000;14000;16160200;16;160200;CA 16 Tract 160200;2132;88;2;271;4;873;73;3443;3443;2587;94;9;276;1;323;153;3443;2570;2132;88;2;271;1;3;73;873;455;6;7;5;0;320;80;3611;2723;133;34;333;2;386;270;21;0;0;0;7;20;142;0;0;8;21;0;0;0;2;0;3;14;29;2;1;873;452;225;37;4;66;0;53;1;0;3;8;1;73;0;0;1;21;43;0;8;0;0;0;16;2;3;0;11;
IL;080;031;14000;14000;16160300;16;160300;CA 16 Tract 160300;2181;300;6;363;1;814;120;3785;3785;2608;315;12;369;0;308;173;3785;2971;2181;300;6;363;0;1;120;814;427;15;6;6;0;307;53;3967;2746;375;43;429;2;372;364;84;9;0;0;0;25;110;0;2;22;14;0;0;0;42;0;0;37;0;15;4;814;293;275;22;5;49;1;34;6;0;0;8;0;129;14;0;0;28;49;0;38;0;0;0;41;12;0;0;29;
IL;080;031;14000;14000;16160400;16;160400;CA 16 Tract 160400;2080;166;8;274;11;2126;103;4768;4768;3159;202;23;281;6;824;273;4768;2642;2080;166;8;274;0;11;103;2126;1079;36;15;7;6;813;170;5048;3392;273;81;327;14;961;270;46;0;0;5;0;15;146;0;0;12;15;0;0;0;16;0;0;8;2;2;3;2126;1119;448;67;8;169;0;126;17;2;8;16;0;208;4;10;6;40;120;0;25;1;1;1;107;12;3;0;92;
IL;080;031;14000;14000;16160501;16;160501;CA 16 Tract 160501;873;166;12;378;14;2673;72;4188;4188;2060;198;74;389;1;1173;293;4188;1515;873;166;12;378;1;13;72;2673;1187;32;62;11;0;1160;221;4491;2300;242;144;443;17;1345;384;11;0;0;0;5;9;255;0;0;5;15;2;0;0;5;1;3;29;42;0;2;2673;1684;260;19;6;286;3;203;43;0;0;37;0;321;1;4;3;28;264;2;13;6;0;0;97;6;0;0;91;
IL;080;031;14000;14000;16160502;16;160502;CA 16 Tract 160502;982;123;7;264;3;2119;52;3550;3550;1879;162;43;270;5;967;224;3550;1431;982;123;7;264;0;3;52;2119;897;39;36;6;5;964;172;3792;2062;215;103;297;9;1106;264;23;0;0;0;0;14;189;0;0;5;8;0;0;0;1;0;0;13;3;3;5;2119;1360;248;17;24;231;0;175;24;5;1;24;2;185;2;2;3;43;110;1;20;0;0;4;54;4;4;0;46;
IL;080;031;14000;14000;16160601;16;160601;CA 16 Tract 160601;1372;104;5;180;9;1729;91;3490;3490;2195;139;17;191;0;732;216;3490;1761;1372;104;5;180;0;9;91;1729;823;35;12;11;0;723;125;3723;2368;201;49;264;7;834;189;11;0;0;0;0;8;126;0;1;3;9;0;0;0;0;0;0;9;12;2;8;1729;1063;239;26;10;139;0;95;21;4;1;18;0;162;4;17;0;49;85;0;4;3;0;0;90;16;1;0;73;
IL;080;031;14000;14000;16160602;16;160602;CA 16 Tract 160602;1431;138;11;260;14;1655;80;3589;3589;2300;179;31;276;2;628;173;3589;1934;1431;138;11;260;1;13;80;1655;869;41;20;16;1;615;93;3777;2430;220;65;339;12;711;273;29;1;0;0;6;5;181;0;1;11;19;0;0;0;2;0;2;5;5;2;4;1655;1020;258;36;0;113;0;75;19;3;3;13;0;169;5;0;1;37;108;0;16;0;2;0;59;11;2;0;46;
IL;080;031;14000;14000;16160700;16;160700;CA 16 Tract 160700;2107;147;9;551;46;2934;99;5893;5893;3351;213;34;571;8;1442;274;5893;2959;2107;147;9;551;2;44;99;2934;1244;66;25;20;6;1398;175;6178;3595;276;60;636;13;1598;570;29;0;0;0;6;20;400;0;0;15;19;4;0;0;2;0;0;49;16;0;10;2934;1602;536;44;7;320;11;198;58;4;5;44;0;293;14;9;16;54;146;0;33;9;12;0;132;11;5;0;116;
IL;080;031;14000;14000;16160800;16;160800;CA 16 Tract 160800;1607;118;8;333;12;2973;97;5148;5148;2876;177;26;339;0;1448;282;5148;2175;1607;118;8;333;0;12;97;2973;1269;59;18;6;0;1436;185;5447;3106;249;89;395;7;1601;332;42;1;0;0;0;15;235;0;0;5;13;0;0;0;5;0;0;11;1;1;3;2973;1782;531;49;14;245;12;180;20;4;0;28;1;272;16;2;3;66;168;0;17;0;0;0;80;9;8;4;59;
IL;080;031;14000;14000;16160900;16;160900;CA 16 Tract 160900;1394;73;16;132;6;755;29;2405;2405;1808;81;23;137;0;263;93;2405;1650;1394;73;16;132;0;6;29;755;414;8;7;5;0;257;64;2502;1887;103;36;158;0;318;135;11;0;0;0;10;18;55;0;0;8;6;1;0;0;8;0;0;5;5;0;8;755;413;182;18;3;50;0;29;16;0;0;5;0;69;1;0;5;10;46;0;4;1;0;2;20;6;0;0;14;
IL;080;031;14000;14000;16161000;16;161000;CA 16 Tract 161000;1159;52;2;47;2;414;31;1707;1707;1362;63;8;47;0;152;75;1707;1293;1159;52;2;47;0;2;31;414;203;11;6;0;0;150;44;1790;1435;81;25;64;0;185;45;4;0;0;0;0;8;16;1;0;4;8;0;0;0;0;1;0;0;0;3;0;414;212;113;3;3;22;1;19;1;1;0;0;0;51;4;4;2;15;13;0;12;1;0;0;10;4;0;0;6;
IL;080;031;14000;14000;16161100;16;161100;CA 16 Tract 161100;1325;78;14;106;1;301;36;1861;1861;1486;86;14;110;0;96;69;1861;1560;1325;78;14;106;0;1;36;301;161;8;0;4;0;95;33;1932;1540;112;23;132;1;124;109;24;0;0;0;0;11;35;0;1;4;21;0;0;0;5;0;1;1;6;0;0;301;148;80;14;1;15;3;4;4;0;1;3;0;33;2;1;1;5;20;0;3;0;1;0;10;2;3;0;5;
IL;080;031;14000;14000;16161200;16;161200;CA 16 Tract 161200;776;30;7;197;2;1878;40;2930;2930;1681;55;60;203;1;789;141;2930;1052;776;30;7;197;1;1;40;1878;905;25;53;6;0;788;101;3083;1788;88;83;236;3;885;194;30;0;0;0;0;5;106;0;0;4;13;0;0;0;5;0;1;5;22;3;0;1878;1077;376;36;0;150;2;82;34;5;1;26;0;205;4;14;0;35;128;0;20;0;4;0;34;0;0;0;34;
IL;080;031;14000;14000;16161300;16;161300;CA 16 Tract 161300;1440;112;7;127;7;2372;52;4117;4117;2639;139;26;143;6;995;169;4117;1745;1440;112;7;127;0;7;52;2372;1199;27;19;16;6;988;117;4295;2787;196;61;168;12;1071;142;19;0;0;0;0;7;97;0;0;3;6;0;0;1;1;0;0;1;1;6;0;2372;1477;524;23;3;164;3;112;9;7;0;33;0;128;0;12;5;15;57;0;14;0;25;0;53;7;1;0;45;
IL;070;;14000;14000;17;17;;CA 17;29512;308;40;1587;54;9997;434;41932;41932;34978;393;173;1624;20;3733;1011;41932;31935;29512;308;40;1587;6;48;434;9997;5466;85;133;37;14;3685;577;42998;35879;540;330;1965;75;4209;1603;158;0;0;0;8;81;1125;0;0;34;37;0;0;0;41;1;0;27;65;10;16;9997;5203;2777;201;24;729;20;480;57;43;13;106;10;771;27;13;17;208;313;1;153;1;21;17;292;40;17;1;234;
IL;080;031;14000;14000;17170100;17;170100;CA 17 Tract 170100;1429;59;1;78;0;176;9;1752;1752;1557;61;1;80;0;35;18;1752;1576;1429;59;1;78;0;0;9;176;128;2;0;2;0;35;9;1770;1572;64;3;88;0;43;79;10;0;0;0;0;7;37;0;0;5;10;0;0;0;8;0;0;0;2;0;0;176;80;53;10;1;21;2;7;5;4;1;2;0;5;0;0;0;2;3;0;0;0;0;0;6;1;1;0;4;
IL;080;031;14000;14000;17170200;17;170200;CA 17 Tract 170200;2354;18;11;155;13;1289;52;3892;3892;3201;23;25;162;1;401;79;3892;2603;2354;18;11;155;1;12;52;1289;847;5;14;7;0;389;27;3976;3276;44;37;184;12;423;162;12;0;0;0;3;8;113;0;0;4;2;0;0;0;10;0;0;4;0;0;6;1289;753;273;9;0;95;0;73;8;4;0;10;0;123;2;0;1;42;38;0;38;0;2;0;36;7;3;0;26;
IL;080;031;14000;14000;17170300;17;170300;CA 17 Tract 170300;3492;36;4;209;9;1343;36;5129;5129;4200;53;24;216;0;538;98;5129;3786;3492;36;4;209;0;9;36;1343;708;17;20;7;0;529;62;5230;4283;64;38;248;2;595;216;32;0;0;0;5;7;130;0;0;5;5;0;0;0;0;0;0;1;28;3;0;1343;699;388;44;1;106;6;75;4;5;2;14;0;64;11;3;0;6;25;0;11;1;3;4;41;3;0;0;38;
IL;080;031;14000;14000;17170400;17;170400;CA 17 Tract 170400;2931;28;2;137;0;740;32;3870;3870;3331;34;10;140;1;255;99;3870;3130;2931;28;2;137;0;0;32;740;400;6;8;3;1;255;67;3978;3409;54;28;166;7;314;134;3;0;0;0;0;11;108;0;0;3;1;0;0;0;0;0;0;2;0;4;2;740;332;206;11;0;66;5;34;1;8;0;18;0;90;5;1;2;30;32;0;9;0;5;6;35;7;6;0;22;
IL;080;031;14000;14000;17170500;17;170500;CA 17 Tract 170500;3820;26;9;109;14;958;44;4980;4980;4392;42;19;112;10;301;104;4980;4022;3820;26;9;109;1;13;44;958;572;16;10;3;9;288;60;5090;4491;54;32;146;20;347;109;10;0;0;0;0;6;81;0;0;7;0;0;0;0;1;0;0;0;4;0;0;958;427;343;14;6;68;0;37;12;7;6;6;0;62;1;0;1;20;22;0;13;0;5;0;38;6;2;0;30;
IL;080;031;14000;14000;17170600;17;170600;CA 17 Tract 170600;2013;4;1;99;3;360;18;2498;2498;2215;4;4;99;0;117;59;2498;2138;2013;4;1;99;0;3;18;360;202;0;3;0;0;114;41;2560;2271;9;19;119;0;142;99;8;0;0;0;0;2;73;0;0;1;2;0;0;0;10;0;0;1;0;0;2;360;161;120;12;0;27;1;15;3;0;0;7;1;24;0;0;0;3;13;0;7;0;1;0;16;11;0;0;5;
IL;080;031;14000;14000;17170700;17;170700;CA 17 Tract 170700;2335;6;2;76;0;524;37;2980;2980;2609;13;4;77;0;200;77;2980;2456;2335;6;2;76;0;0;37;524;274;7;2;1;0;200;40;3061;2684;21;20;104;1;231;75;15;0;0;0;0;1;35;0;0;0;2;0;0;0;5;0;0;8;8;0;1;524;302;115;7;5;49;0;38;2;1;0;2;6;33;1;0;3;4;19;0;6;0;0;0;13;0;0;1;12;
IL;080;031;14000;14000;17170800;17;170800;CA 17 Tract 170800;2721;25;0;137;3;800;35;3721;3721;3131;30;9;140;0;324;87;3721;2921;2721;25;0;137;0;3;35;800;410;5;9;3;0;321;52;3811;3211;38;16;165;10;371;140;14;0;0;0;0;2;112;0;0;1;8;0;0;0;2;0;0;1;0;0;0;800;432;213;16;1;41;0;29;4;0;2;6;0;79;0;2;0;34;28;0;11;0;2;2;18;0;1;0;17;
IL;080;031;14000;14000;17170900;17;170900;CA 17 Tract 170900;1097;18;1;70;1;494;32;1713;1713;1311;22;13;72;0;228;67;1713;1219;1097;18;1;70;0;1;32;494;214;4;12;2;0;227;35;1783;1373;38;16;90;4;262;71;14;0;0;0;0;11;39;0;0;1;1;0;0;0;0;0;0;2;2;0;1;494;276;140;7;1;28;3;17;3;0;0;5;0;27;1;0;0;4;9;1;12;0;0;0;15;0;1;0;14;
IL;080;031;14000;14000;17171000;17;171000;CA 17 Tract 171000;5034;66;9;310;7;1772;89;7287;7287;5984;81;35;313;6;687;181;7287;5515;5034;66;9;310;2;5;89;1772;950;15;26;3;4;682;92;7470;6141;103;65;385;11;765;305;27;0;0;0;0;13;233;0;0;1;4;0;0;0;5;0;0;1;15;2;4;1772;832;523;58;5;144;3;96;7;14;1;21;2;160;6;4;10;42;66;0;29;0;3;0;50;4;1;0;45;
IL;080;031;14000;14000;17171100;17;171100;CA 17 Tract 171100;2286;22;0;207;4;1541;50;4110;4110;3047;30;29;213;2;647;142;4110;2569;2286;22;0;207;2;2;50;1541;761;8;29;6;0;645;92;4269;3168;51;56;270;8;716;213;13;0;0;0;0;13;164;0;0;6;2;0;0;0;0;1;0;7;6;1;0;1541;909;403;13;4;84;0;59;8;0;1;15;1;104;0;3;0;21;58;0;17;0;0;5;24;1;2;0;21;
IL;070;;14000;14000;18;18;;CA 18;5041;598;21;377;29;7248;112;13426;13426;8530;701;86;393;12;3235;469;13426;6178;5041;598;21;377;0;29;112;7248;3489;103;65;16;12;3206;357;13931;8941;800;174;456;37;3523;392;48;0;0;0;0;4;299;0;0;6;9;0;0;1;5;0;0;6;10;0;4;7248;4417;1791;83;47;435;4;261;71;19;1;78;1;362;19;2;1;118;144;2;54;1;11;10;113;10;6;0;97;
IL;080;031;14000;14000;18180100;18;180100;CA 18 Tract 180100;3106;94;7;221;11;2670;47;6156;6156;4382;126;37;227;7;1182;195;6156;3486;3106;94;7;221;0;11;47;2670;1276;32;30;6;7;1171;148;6363;4558;161;68;256;23;1297;227;30;0;0;0;0;4;175;0;0;0;6;0;0;1;4;0;0;1;3;0;3;2670;1566;643;24;14;194;4;115;22;11;0;42;0;182;4;2;1;71;63;0;23;0;8;10;47;3;5;0;39;
IL;080;031;14000;14000;18831600;18;831600;CA 18 Tract 831600;1935;504;14;156;18;4578;65;7270;7270;4148;575;49;166;5;2053;274;7270;2692;1935;504;14;156;0;18;65;4578;2213;71;35;10;5;2035;209;7568;4383;639;106;200;14;2226;165;18;0;0;0;0;0;124;0;0;6;3;0;0;0;1;0;0;5;7;0;1;4578;2851;1148;59;33;241;0;146;49;8;1;36;1;180;15;0;0;47;81;2;31;1;3;0;66;7;1;0;58;
IL;070;;14000;14000;19;19;;CA 19;11959;2493;74;1537;159;62101;420;78743;78743;38200;3451;864;1645;62;31397;3124;78743;16642;11959;2493;74;1537;8;151;420;62101;26241;958;790;108;54;31246;2704;82035;40783;4009;1270;2003;206;33764;1638;110;0;0;1;46;63;1216;0;0;21;17;7;0;2;17;1;1;30;86;4;16;62101;41232;12110;427;267;3651;38;2137;584;186;52;643;11;2817;77;26;29;503;1735;3;377;12;31;24;1597;81;138;6;1372;
