STUSAB;SUMLEV;COUNTY;COUSUB;PLACE;GEOID2;CHGOCA;TRACT;NAME;NHW;NHB;NHAM;NHAS;NHOTHER;HISP;MULTI;TOTAL;P003001;P003002;P003003;P003004;P003005;P003006;P003007;P003008;P005001;P005002;P005003;P005004;P005005;P005006;P005007;P005008;P005009;P005010;P005011;P005012;P005013;P005014;P005015;P005016;P005017;P006001;P006002;P006003;P006004;P006005;P006006;P006007;PCT05001;PCT05002;PCT05003;PCT05004;PCT05005;PCT05006;PCT05007;PCT05008;PCT05009;PCT05010;PCT05011;PCT05012;PCT05013;PCT05014;PCT05015;PCT05016;PCT05017;PCT05018;PCT05019;PCT05020;PCT05021;PCT05022;PCT11003;PCT11004;PCT11005;PCT11006;PCT11007;PCT11008;PCT11009;PCT11010;PCT11011;PCT11012;PCT11013;PCT11014;PCT11015;PCT11016;PCT11017;PCT11018;PCT11019;PCT11020;PCT11021;PCT11022;PCT11023;PCT11024;PCT11025;PCT11026;PCT11027;PCT11028;PCT11029;PCT11030;PCT11031;
;;;;;;;;;White alone, not Hispanic or Latino;Black or African American alone, not Hispanic or Latino;American Indian and Alaska Native alone, not Hispanic or Latino;Asian alone, not Hispanic or Latino;Other single race alone, not Hispanic or Latino;Hispanic or Latino;Two or more races, not Hispanic or Latino;Total;Total;White alone;Black or African American alone;American Indian and Alaska Native alone;Asian alone;Native Hawaiian and other Pacific Islander alone;Some other race alone;Two or more races;Total;Not Hispanic or Latino [subtotal];White alone, not Hispanic or Latino;Black or African American alone, not Hispanic or Latino;American Indian and Alaska Native alone, not Hispanic or Latino;Asian alone, not Hispanic or Latino;Native Hawaiian and other Pacific Islander alone, not Hispanic or Latino;Some other race alone, not Hispanic or Latino;Two or more races, not Hispanic or Latino;Hispanic or Latino [subtotal];White alone, Hispanic or Latino;Black or African American alone, Hispanic or Latino;American Indian and Alaska Native alone, Hispanic or Latino;Asian alone, Hispanic or Latino;Native Hawaiian and other Pacific Islander alone, Hispanic or Latino;Some other race alone, Hispanic or Latino;Two or more races, Hispanic or Latino;Total races tallied;White alone or in combination with one or more other races;Black or African American alone or in combination with one or more other races;American Indian and Alaska Native alone or in combination with one or more other races;Asian alone or in combination with one or more other races;Native Hawaiian and other Pacific Islander alone or in combination with one or more other races;Some other race alone or in combination with one or more other races;Asian alone with one Asian category;Asian Indian;Bangladeshi;Bhutanese;Burmese;Cambodian;Chinese (except Taiwanese);Filipino;Hmong;Indonesian;Japanese;Korean;Laotian;Malaysian;Nepalese;Pakistani;Sri Lankan;Taiwanese;Thai;Vietnamese;Other Asian, specified;Other Asian, not specified;Hispanic or Latino by specific origin;Mexican;Puerto Rican Cuban;Cuban;Dominican;Central American (excluding Mexican) [subtotal];Costa Rican;Guatemalan;Honduran;Nicaraguan;Panamanian;Salvadoran;Other Central American;South American [subtotal];Argentinean;Bolivian;Chilean;Colombian;Ecuadorian;Paraguayan;Peruvian;Uruguayan;Venezuelan;Other South American;Other Hispanic or Latino [subtotal];Spaniard;Spanish;Spanish American;All other Hispanic or Latino;
IL;080;031;14000;14000;56560800;56;560800;CA 56 Tract 560800;3426;8;6;37;2;1898;34;5411;5411;4456;14;29;41;0;766;105;5411;3513;3426;8;6;37;0;2;34;1898;1030;6;23;4;0;764;71;5519;4556;20;45;62;3;833;40;10;0;0;0;4;7;14;0;0;0;2;0;0;0;0;0;0;0;0;1;2;1898;1641;127;15;1;44;0;23;5;15;0;0;1;40;3;4;4;14;12;0;0;0;0;3;30;8;2;0;20;
IL;080;031;14000;14000;56560900;56;560900;CA 56 Tract 560900;3617;14;3;23;2;1387;47;5093;5093;4484;19;16;23;0;466;85;5093;3706;3617;14;3;23;0;2;47;1387;867;5;13;0;0;464;38;5179;4566;22;44;42;1;504;23;4;0;0;0;0;7;5;0;1;0;1;0;0;0;0;0;0;0;4;0;1;1387;1243;88;10;0;10;0;8;2;0;0;0;0;18;3;1;0;6;7;0;0;0;1;0;18;3;0;0;15;
IL;080;031;14000;14000;56561000;56;561000;CA 56 Tract 561000;3794;23;9;29;15;1273;18;5161;5161;4563;34;41;29;0;433;61;5161;3888;3794;23;9;29;0;15;18;1273;769;11;32;0;0;418;43;5223;4619;43;56;41;0;464;29;7;0;0;0;0;9;7;0;0;0;3;0;0;0;0;0;0;1;2;0;0;1273;1136;70;4;0;7;0;2;3;1;0;1;0;25;2;0;3;8;8;0;4;0;0;0;31;1;6;0;24;
IL;080;031;14000;14000;56561100;56;561100;CA 56 Tract 561100;3378;19;2;22;5;1958;23;5407;5407;4458;21;11;32;0;791;94;5407;3449;3378;19;2;22;0;5;23;1958;1080;2;9;10;0;786;71;5512;4546;36;39;53;0;838;31;1;0;0;0;0;4;22;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1958;1783;102;10;0;17;1;8;5;2;1;0;0;26;10;0;0;0;7;0;9;0;0;0;20;12;1;0;7;
IL;080;031;14000;14000;56835200;56;835200;CA 56 Tract 835200;891;58;1;29;1;1073;7;2060;2060;1404;70;8;29;0;510;39;2060;987;891;58;1;29;0;1;7;1073;513;12;7;0;0;509;32;2099;1440;72;11;33;1;542;29;3;0;0;0;0;3;20;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1073;949;68;1;0;12;0;9;0;3;0;0;0;25;2;0;0;3;13;0;5;0;2;0;18;1;0;0;17;
IL;080;031;14000;14000;56980100;56;980100;CA 56 Tract 980100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
IL;070;;14000;14000;57;57;;CA 57;2874;130;15;138;11;10182;43;13393;13393;7400;175;126;145;1;5150;396;13393;3211;2874;130;15;138;0;11;43;10182;4526;45;111;7;1;5139;353;13801;7743;220;169;185;6;5478;145;2;0;0;0;0;112;24;0;0;0;0;0;0;0;0;0;0;4;0;1;2;10182;9319;340;9;3;173;0;119;25;10;0;19;0;94;0;0;0;21;56;0;11;4;2;0;244;16;4;0;224;
IL;080;031;14000;14000;57570100;57;570100;CA 57 Tract 570100;294;15;0;23;1;916;8;1257;1257;700;22;13;23;0;460;39;1257;341;294;15;0;23;0;1;8;916;406;7;13;0;0;459;31;1299;735;23;23;28;0;490;23;1;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;916;853;28;3;0;16;0;15;0;0;0;1;0;11;0;0;0;5;6;0;0;0;0;0;5;1;0;0;4;
IL;080;031;14000;14000;57570200;57;570200;CA 57 Tract 570200;421;8;0;49;0;1459;6;1943;1943;1174;16;29;55;0;618;51;1943;484;421;8;0;49;0;0;6;1459;753;8;29;6;0;618;45;1999;1218;25;30;63;1;662;55;0;0;0;0;0;44;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1459;1333;45;1;0;28;0;10;5;5;0;8;0;3;0;0;0;0;3;0;0;0;0;0;49;6;0;0;43;
IL;080;031;14000;14000;57570300;57;570300;CA 57 Tract 570300;1182;36;6;27;8;4835;22;6116;6116;3214;55;35;28;0;2597;187;6116;1281;1182;36;6;27;0;8;22;4835;2032;19;29;1;0;2589;165;6304;3367;76;57;53;3;2748;28;1;0;0;0;0;15;8;0;0;0;0;0;0;0;0;0;0;1;0;1;2;4835;4424;157;1;3;77;0;53;15;0;0;9;0;46;0;0;0;7;29;0;8;0;2;0;127;6;4;0;117;
IL;080;031;14000;14000;57570400;57;570400;CA 57 Tract 570400;318;36;5;26;1;1225;4;1615;1615;838;39;23;26;1;640;48;1615;390;318;36;5;26;0;1;4;1225;520;3;18;0;1;639;44;1663;885;43;23;26;2;684;26;0;0;0;0;0;23;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1225;1132;42;0;0;18;0;15;0;3;0;0;0;5;0;0;0;0;2;0;3;0;0;0;28;1;0;0;27;
IL;080;031;14000;14000;57570500;57;570500;CA 57 Tract 570500;659;35;4;13;1;1747;3;2462;2462;1474;43;26;13;0;835;71;2462;715;659;35;4;13;0;1;3;1747;815;8;22;0;0;834;68;2536;1538;53;36;15;0;894;13;0;0;0;0;0;11;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1747;1577;68;4;0;34;0;26;5;2;0;1;0;29;0;0;0;9;16;0;0;4;0;0;35;2;0;0;33;
IL;070;;14000;14000;58;58;;CA 58;3682;542;40;2252;44;38693;115;45368;45368;21068;818;397;2295;14;19278;1498;45368;6675;3682;542;40;2252;0;44;115;38693;17386;276;357;43;14;19234;1383;46924;22355;1025;569;2417;35;20523;2274;40;0;0;0;8;2047;113;0;4;8;7;0;2;0;4;0;0;7;11;0;23;38693;36136;983;47;26;485;4;225;72;64;10;107;3;277;11;7;9;60;151;0;28;6;5;0;739;42;9;0;688;
IL;080;031;14000;14000;58580100;58;580100;CA 58 Tract 580100;286;53;0;409;4;2229;8;2989;2989;1479;66;9;414;1;902;118;2989;760;286;53;0;409;0;4;8;2229;1193;13;9;5;1;898;110;3111;1577;86;23;429;1;995;412;0;0;0;0;0;381;17;0;0;0;0;0;0;0;0;0;0;0;9;0;5;2229;2064;67;0;0;26;0;9;6;1;0;9;1;16;0;2;3;4;6;0;1;0;0;0;56;4;0;0;52;
IL;080;031;14000;14000;58580200;58;580200;CA 58 Tract 580200;271;48;2;274;1;2900;19;3515;3515;1525;64;30;275;0;1476;145;3515;615;271;48;2;274;0;1;19;2900;1254;16;28;1;0;1475;126;3670;1644;88;39;295;3;1601;274;1;0;0;0;0;231;37;0;0;0;0;0;0;0;3;0;0;0;0;0;2;2900;2668;87;6;2;43;0;26;7;3;0;7;0;42;0;0;1;8;32;0;1;0;0;0;52;3;3;0;46;
IL;080;031;14000;14000;58580300;58;580300;CA 58 Tract 580300;91;23;5;204;0;2095;8;2426;2426;1062;27;19;204;0;1037;77;2426;331;91;23;5;204;0;0;8;2095;971;4;14;0;0;1037;69;2509;1132;35;28;216;1;1097;204;5;0;0;0;0;190;8;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2095;1968;54;0;0;36;0;16;10;0;1;9;0;5;0;0;0;0;4;0;1;0;0;0;32;0;0;0;32;
IL;080;031;14000;14000;58580400;58;580400;CA 58 Tract 580400;473;41;2;335;4;3926;14;4795;4795;2052;70;50;337;5;2139;142;4795;869;473;41;2;335;0;4;14;3926;1579;29;48;2;5;2135;128;4943;2180;83;68;349;7;2256;336;6;0;0;0;0;313;5;0;0;4;1;0;1;0;0;0;0;2;0;0;4;3926;3654;99;18;12;42;0;22;3;0;0;16;1;52;0;2;0;7;36;0;7;0;0;0;49;9;1;0;39;
IL;080;031;14000;14000;58580501;58;580501;CA 58 Tract 580501;519;50;3;125;4;4360;6;5067;5067;2491;89;47;128;0;2153;159;5067;707;519;50;3;125;0;4;6;4360;1972;39;44;3;0;2149;153;5234;2639;99;67;138;1;2290;128;1;0;0;0;0;125;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4360;4056;153;3;4;54;0;27;4;9;0;14;0;37;3;0;0;3;24;0;3;1;3;0;53;1;3;0;49;
IL;080;031;14000;14000;58580502;58;580502;CA 58 Tract 580502;452;104;5;208;7;4566;7;5349;5349;2472;132;46;218;4;2310;167;5349;783;452;104;5;208;0;7;7;4566;2020;28;41;10;4;2303;160;5521;2623;150;57;224;7;2460;213;4;0;0;0;0;174;14;0;4;1;4;0;0;0;0;0;0;0;2;0;10;4566;4268;91;3;0;53;0;19;8;16;0;10;0;28;5;0;1;11;3;0;6;1;1;0;123;5;1;0;117;
IL;080;031;14000;14000;58580600;58;580600;CA 58 Tract 580600;452;49;6;228;3;4778;15;5531;5531;2717;81;66;230;1;2263;173;5531;753;452;49;6;228;0;3;15;4778;2265;32;60;2;1;2260;158;5709;2864;127;77;246;2;2393;225;4;0;0;0;0;207;13;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4778;4565;107;9;0;39;0;11;10;15;2;1;0;15;0;1;0;7;5;0;1;0;1;0;43;3;1;0;39;
IL;080;031;14000;14000;58580700;58;580700;CA 58 Tract 580700;438;110;4;335;19;5217;14;6137;6137;2715;177;55;341;0;2670;179;6137;920;438;110;4;335;0;19;14;5217;2277;67;51;6;0;2651;165;6321;2843;203;108;355;4;2808;341;14;0;0;0;8;312;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5217;4867;180;1;6;59;0;35;4;7;3;10;0;36;2;0;0;10;18;0;6;0;0;0;68;4;0;0;64;
IL;080;031;14000;14000;58580800;58;580800;CA 58 Tract 580800;119;8;2;9;0;1923;0;2061;2061;913;13;17;9;0;1043;66;2061;138;119;8;2;9;0;0;0;1923;794;5;15;0;0;1043;66;2129;974;17;21;9;2;1106;9;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1923;1826;31;1;1;23;0;12;4;0;3;4;0;9;0;0;0;0;9;0;0;0;0;0;32;4;0;0;28;
IL;080;031;14000;14000;58842800;58;842800;CA 58 Tract 842800;581;56;11;125;2;6699;24;7498;7498;3642;99;58;139;3;3285;272;7498;799;581;56;11;125;0;2;24;6699;3061;43;47;14;3;3283;248;7777;3879;137;81;156;7;3517;132;5;0;0;0;0;105;11;0;0;2;2;0;0;0;1;0;0;4;0;0;2;6699;6200;114;6;1;110;4;48;16;13;1;27;1;37;1;2;4;10;14;0;2;4;0;0;231;9;0;0;222;
IL;070;;14000;14000;59;59;;CA 59;2667;234;23;2445;11;10111;121;15612;15612;7532;320;128;2482;2;4683;465;15612;5501;2667;234;23;2445;2;9;121;10111;4865;86;105;37;0;4674;344;16097;7949;410;180;2566;4;4988;2467;20;0;0;2;0;2336;50;0;4;2;10;1;1;0;0;0;0;2;33;0;6;10111;9187;429;24;10;129;0;47;19;26;0;36;1;102;3;4;3;24;49;1;12;0;6;0;230;22;11;7;190;
IL;080;031;14000;14000;59590500;59;590500;CA 59 Tract 590500;395;24;4;238;0;1001;10;1672;1672;806;37;14;242;0;539;34;1672;671;395;24;4;238;0;0;10;1001;411;13;10;4;0;539;24;1710;838;48;17;247;0;560;241;3;0;0;0;0;231;2;0;2;0;1;1;0;0;0;0;0;0;1;0;0;1001;927;40;8;0;6;0;3;0;2;0;1;0;6;0;0;0;3;1;0;2;0;0;0;14;1;2;0;11;
IL;080;031;14000;14000;59590600;59;590600;CA 59 Tract 590600;617;35;3;203;6;2667;33;3564;3564;1923;60;27;203;2;1203;146;3564;897;617;35;3;203;2;4;33;2667;1306;25;24;0;0;1199;113;3719;2049;99;45;231;2;1293;199;0;0;0;0;0;190;1;0;0;1;1;0;0;0;0;0;0;1;0;0;5;2667;2384;121;4;2;36;0;8;4;13;0;11;0;39;1;0;2;3;28;0;5;0;0;0;81;13;0;7;61;
IL;080;031;14000;14000;59590700;59;590700;CA 59 Tract 590700;439;33;1;276;0;2333;18;3100;3100;1824;46;18;279;0;818;115;3100;767;439;33;1;276;0;0;18;2333;1385;13;17;3;0;818;97;3216;1929;56;27;289;1;914;279;4;0;0;0;0;254;13;0;0;0;3;0;0;0;0;0;0;0;4;0;1;2333;2136;99;1;1;36;0;20;5;7;0;4;0;15;0;0;0;0;11;0;0;0;4;0;45;3;4;0;38;
IL;080;031;14000;14000;59840300;59;840300;CA 59 Tract 840300;623;86;9;694;5;2495;38;3950;3950;1710;104;46;706;0;1292;92;3950;1455;623;86;9;694;0;5;38;2495;1087;18;37;12;0;1287;54;4048;1792;120;67;734;1;1334;705;5;0;0;0;0;674;8;0;2;1;4;0;1;0;0;0;0;1;9;0;0;2495;2286;101;4;2;27;0;12;6;3;0;6;0;26;1;4;1;9;4;0;5;0;2;0;49;1;5;0;43;
IL;080;031;14000;14000;59840400;59;840400;CA 59 Tract 840400;593;56;6;1034;0;1615;22;3326;3326;1269;73;23;1052;0;831;78;3326;1711;593;56;6;1034;0;0;22;1615;676;17;17;18;0;831;56;3404;1341;87;24;1065;0;887;1043;8;0;0;2;0;987;26;0;0;0;1;0;0;0;0;0;0;0;19;0;0;1615;1454;68;7;5;24;0;4;4;1;0;14;1;16;1;0;0;9;5;1;0;0;0;0;41;4;0;0;37;
IL;070;;14000;14000;60;60;;CA 60;11225;672;41;11038;37;8627;337;31977;31977;15036;740;192;11095;13;4083;818;31977;23350;11225;672;41;11038;7;30;337;8627;3811;68;151;57;6;4053;481;32842;15745;907;351;11314;32;4493;10975;183;1;0;22;4;10197;190;2;25;29;60;6;5;2;30;1;35;57;74;4;48;8627;7398;632;42;16;151;6;89;29;1;10;12;4;125;12;1;6;21;62;1;19;1;2;0;263;21;17;0;225;
IL;080;031;14000;14000;60600400;60;600400;CA 60 Tract 600400;1031;45;3;2174;2;612;24;3891;3891;1334;49;10;2182;5;262;49;3891;3279;1031;45;3;2174;0;2;24;612;303;4;7;8;5;260;25;3948;1375;53;26;2202;7;285;2168;18;0;0;10;0;2067;14;0;2;6;3;0;0;0;1;0;6;11;27;0;3;612;517;41;0;1;25;2;19;0;0;1;0;3;10;0;0;0;1;9;0;0;0;0;0;18;1;0;0;17;
IL;080;031;14000;14000;60600600;60;600600;CA 60 Tract 600600;783;15;5;864;1;1051;19;2738;2738;1229;21;11;868;0;545;64;2738;1687;783;15;5;864;0;1;19;1051;446;6;6;4;0;544;45;2804;1285;36;17;878;1;587;859;14;0;0;0;1;789;27;2;0;2;5;0;1;0;4;0;3;6;2;0;3;1051;944;55;4;5;7;0;7;0;0;0;0;0;13;0;0;3;0;8;0;2;0;0;0;23;4;1;0;18;
IL;080;031;14000;14000;60600700;60;600700;CA 60 Tract 600700;762;98;1;937;2;719;26;2545;2545;1089;102;17;937;1;322;77;2545;1826;762;98;1;937;1;1;26;719;327;4;16;0;0;321;51;2623;1162;111;22;953;5;370;933;17;1;0;0;0;859;38;0;5;1;1;0;0;0;0;0;0;0;2;0;9;719;650;44;1;0;6;0;6;0;0;0;0;0;16;3;0;0;3;9;1;0;0;0;0;2;2;0;0;0;
IL;080;031;14000;14000;60600900;60;600900;CA 60 Tract 600900;1214;239;9;941;6;1249;41;3699;3699;1706;257;34;945;0;664;93;3699;2450;1214;239;9;941;0;6;41;1249;492;18;25;4;0;658;52;3798;1778;284;54;968;3;711;937;15;0;0;3;0;871;14;0;6;4;7;1;1;0;2;0;4;7;0;0;2;1249;1067;93;7;2;24;0;7;15;0;0;2;0;12;0;0;0;5;7;0;0;0;0;0;44;5;2;0;37;
IL;080;031;14000;14000;60839700;60;839700;CA 60 Tract 839700;1676;98;7;706;4;1778;57;4326;4326;2440;117;44;717;0;857;151;4326;2548;1676;98;7;706;0;4;57;1778;764;19;37;11;0;853;94;4483;2567;168;77;745;2;924;708;24;0;0;3;0;604;28;0;0;2;10;0;0;2;5;1;2;1;14;0;12;1778;1525;131;10;1;24;4;10;5;0;1;4;0;29;0;0;0;6;12;0;10;0;1;0;58;0;4;0;54;
IL;080;031;14000;14000;60839800;60;839800;CA 60 Tract 839800;1219;26;3;830;8;611;33;2730;2730;1503;30;8;832;0;285;72;2730;2119;1219;26;3;830;0;8;33;611;284;4;5;2;0;277;39;2805;1570;40;15;855;2;323;825;29;0;0;1;1;767;2;0;0;1;7;1;1;0;4;0;4;2;4;0;1;611;491;53;1;2;24;0;21;0;0;3;0;0;9;5;0;0;1;3;0;0;0;0;0;31;0;6;0;25;
IL;080;031;14000;14000;60839900;60;839900;CA 60 Tract 839900;2221;59;9;551;7;1159;74;4080;4080;2763;65;44;560;5;480;163;4080;2921;2221;59;9;551;5;2;74;1159;542;6;35;9;0;478;89;4261;2905;90;94;613;7;552;549;9;0;0;3;1;448;27;0;0;4;12;1;2;0;11;0;5;10;7;4;5;1159;970;90;14;5;16;0;8;3;0;2;3;0;24;4;0;3;4;9;0;2;1;1;0;40;3;2;0;35;
IL;080;031;14000;14000;60840000;60;840000;CA 60 Tract 840000;1172;30;4;872;6;586;25;2695;2695;1435;33;11;880;0;275;61;2695;2109;1172;30;4;872;0;6;25;586;263;3;7;8;0;269;36;2756;1485;43;21;900;1;306;867;24;0;0;0;1;779;22;0;0;2;6;3;0;0;0;0;4;14;7;0;5;586;493;53;5;0;14;0;10;0;1;0;3;0;4;0;0;0;1;1;0;2;0;0;0;17;5;1;0;11;
IL;080;031;14000;14000;60840100;60;840100;CA 60 Tract 840100;724;11;0;1804;1;371;24;2935;2935;886;11;2;1815;1;159;61;2935;2564;724;11;0;1804;1;0;24;371;162;0;2;11;0;159;37;2998;943;17;11;1836;1;190;1795;20;0;0;0;0;1729;12;0;1;6;4;0;0;0;3;0;6;1;8;0;5;371;329;28;0;0;4;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;0;0;9;
IL;080;031;14000;14000;60840200;60;840200;CA 60 Tract 840200;423;51;0;1359;0;491;14;2338;2338;651;55;11;1359;1;234;27;2338;1847;423;51;0;1359;0;0;14;491;228;4;11;0;1;234;13;2366;675;65;14;1364;3;245;1334;13;0;0;2;0;1284;6;0;11;1;5;0;0;0;0;0;1;5;3;0;3;491;412;44;0;0;7;0;0;6;0;0;0;1;8;0;1;0;0;4;0;3;0;0;0;20;0;1;0;19;
IL;070;;14000;14000;61;61;;CA 61;4697;13148;58;727;55;25431;261;44377;44377;14663;13483;352;769;7;13955;1148;44377;18946;4697;13148;58;727;6;49;261;25431;9966;335;294;42;1;13906;887;45609;15558;13808;518;871;57;14797;746;29;0;0;0;4;592;37;0;6;5;4;14;0;0;0;1;6;15;20;0;13;25431;22995;933;37;24;558;21;263;156;38;11;66;3;75;6;1;2;12;30;1;5;3;14;1;809;63;12;0;734;
IL;080;031;14000;14000;61610300;61;610300;CA 61 Tract 610300;321;252;4;92;7;4960;22;5658;5658;2214;286;82;96;0;2774;206;5658;698;321;252;4;92;0;7;22;4960;1893;34;78;4;0;2767;184;5903;2384;315;113;128;14;2949;94;4;0;0;0;4;65;5;0;1;0;2;12;0;0;0;0;0;1;0;0;0;4960;4466;135;1;7;82;2;35;22;7;3;13;0;9;1;0;0;1;5;0;2;0;0;0;260;14;0;0;246;
IL;080;031;14000;14000;61610400;61;610400;CA 61 Tract 610400;64;27;2;4;6;2109;1;2213;2213;941;65;27;4;1;1107;68;2213;104;64;27;2;4;1;5;1;2109;877;38;25;0;0;1102;67;2281;990;78;34;5;3;1171;4;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2109;1944;43;1;1;31;0;14;12;3;1;1;0;8;3;0;0;0;1;0;1;3;0;0;81;11;0;0;70;
IL;080;031;14000;14000;61610800;61;610800;CA 61 Tract 610800;1069;25;2;57;0;227;13;1393;1393;1198;25;3;58;0;83;26;1393;1166;1069;25;2;57;0;0;13;227;129;0;1;1;0;83;13;1420;1223;30;7;64;0;96;53;0;0;0;0;0;46;4;0;0;2;1;0;0;0;0;0;0;0;0;0;0;227;184;28;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;13;2;0;0;11;
IL;080;031;14000;14000;61611000;61;611000;CA 61 Tract 611000;11;811;0;2;7;257;10;1098;1098;97;818;1;2;0;170;10;1098;841;11;811;0;2;0;7;10;257;86;7;1;0;0;163;0;1108;103;828;2;3;0;172;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;257;231;4;0;0;11;0;1;10;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;10;0;0;0;10;
IL;080;031;14000;14000;61611100;61;611100;CA 61 Tract 611100;105;539;17;10;8;2227;16;2922;2922;907;553;56;10;0;1289;107;2922;695;105;539;17;10;0;8;16;2227;802;14;39;0;0;1281;91;3030;969;597;74;13;2;1375;10;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2227;2009;93;1;0;52;0;26;20;0;0;6;0;1;0;0;0;0;0;1;0;0;0;0;71;6;5;0;60;
IL;080;031;14000;14000;61611200;61;611200;CA 61 Tract 611200;102;680;5;21;4;1997;15;2824;2824;919;702;16;25;0;1074;88;2824;827;102;680;5;21;0;4;15;1997;817;22;11;4;0;1070;73;2916;993;715;23;28;8;1149;25;5;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1997;1802;86;6;4;59;0;24;18;0;0;17;0;17;1;1;0;0;7;0;0;0;8;0;23;3;0;0;20;
IL;080;031;14000;14000;61611300;61;611300;CA 61 Tract 611300;148;445;0;7;2;2943;11;3556;3556;1390;499;25;7;0;1528;107;3556;613;148;445;0;7;0;2;11;2943;1242;54;25;0;0;1526;96;3671;1481;518;41;11;6;1614;7;0;0;0;0;0;4;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;2943;2679;93;8;2;87;0;40;22;15;2;8;0;6;0;0;0;1;3;0;2;0;0;0;68;8;0;0;60;
IL;080;031;14000;14000;61611400;61;611400;CA 61 Tract 611400;119;282;0;7;6;3670;21;4105;4105;1612;326;8;9;0;2013;137;4105;435;119;282;0;7;0;6;21;3670;1493;44;8;2;0;2007;116;4247;1723;367;22;19;0;2116;9;1;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3670;3407;64;1;6;85;0;51;20;4;0;10;0;6;0;0;1;4;0;0;0;0;1;0;101;4;0;0;97;
IL;080;031;14000;14000;61611500;61;611500;CA 61 Tract 611500;154;382;0;14;6;3002;9;3567;3567;1309;401;18;20;4;1733;82;3567;565;154;382;0;14;3;3;9;3002;1155;19;18;6;1;1730;73;3653;1382;421;28;24;7;1791;20;0;0;0;0;0;13;4;0;0;0;0;2;0;0;0;0;0;0;1;0;0;3002;2751;68;2;2;84;12;51;10;5;0;6;0;2;1;0;0;0;1;0;0;0;0;0;93;3;7;0;83;
IL;080;031;14000;14000;61611600;61;611600;CA 61 Tract 611600;19;1057;1;1;2;516;13;1609;1609;152;1063;8;6;2;331;47;1609;1093;19;1057;1;1;2;0;13;516;133;6;7;5;0;331;34;1658;186;1082;13;7;6;364;5;0;0;0;0;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;516;477;22;2;0;6;0;1;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1;0;0;8;
IL;080;031;14000;14000;61611700;61;611700;CA 61 Tract 611700;9;1267;0;0;0;698;16;1990;1990;226;1293;25;3;0;406;37;1990;1292;9;1267;0;0;0;0;16;698;217;26;25;3;0;406;21;2027;245;1314;28;13;6;421;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;698;633;35;7;0;7;0;7;0;0;0;0;0;4;0;0;0;2;2;0;0;0;0;0;12;0;0;0;12;
IL;080;031;14000;14000;61611800;61;611800;CA 61 Tract 611800;13;1617;6;0;0;497;6;2139;2139;186;1630;16;5;0;282;20;2139;1642;13;1617;6;0;0;0;6;497;173;13;10;5;0;282;14;2160;203;1642;16;7;1;291;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;497;412;76;4;0;3;0;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;
IL;080;031;14000;14000;61611900;61;611900;CA 61 Tract 611900;29;1703;0;0;1;295;17;2045;2045;153;1723;0;0;0;145;24;2045;1750;29;1703;0;0;0;1;17;295;124;20;0;0;0;144;7;2069;163;1738;9;0;2;157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;295;267;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;7;
